title,audience_score,type,genre,runtime,year,mpaa_rating,studio,imdb_num_votes,critics_score,critics_rating,best_pic_nom,best_pic_win,best_actor_win,best_actress_win,best_dir_win,top200_box,audience_rating,director,actor1,actor2,actor3,actor4,actor5,imdb_url,rt_url,imdb_id
World Trade Center,60,Feature Film,Drama,129,2006,PG-13,Paramount Pictures,65319,68,Fresh,no,no,yes,no,yes,no,Upright,Oliver Stone,Nicolas Cage,Michael Pena,Maggie Gyllenhaal,Maria Bello,Stephen Dorff,http://www.imdb.com/title/tt0469641/,http://www.rottentomatoes.com/m/world_trade_center/,469641
Death Sentence,61,Feature Film,Drama,105,2007,R,Fox Atomic,58000,20,Rotten,no,no,no,no,no,no,Upright,James Wan,Kevin Bacon,Garrett Hedlund,Kelly Preston,John Goodman,Aisha Tyler,http://www.imdb.com/title/tt0804461/,http://www.rottentomatoes.com/m/death_sentence/,804461
Transamerica,83,Feature Film,Drama,103,2005,R,Weinstein Company,35281,76,Certified Fresh,no,no,no,no,no,no,Upright,Duncan Tucker,Felicity Huffman,Kevin Zegers,Fionnula Flanagan,Graham Greene (II),Elizabeth Pena,http://www.imdb.com/title/tt0407265/,http://www.rottentomatoes.com/m/transamerica/,407265
Undertow,89,Feature Film,Drama,100,2009,Unrated,The Film Collaborative,4623,88,Fresh,no,no,no,no,no,no,Upright,Javier Fuentes-len,Cristian Mercado,Tatiana Astengo,Manolo Cardona,Atilia Boschetti,Jose Chacaltana,http://www.imdb.com/title/tt1368491/,http://www.rottentomatoes.com/m/undertow_2009/,1368491
The Romantics,21,Feature Film,Drama,95,2010,PG-13,Benaroya Pictures,9747,15,Rotten,no,no,no,no,no,no,Spilled,Galt Niederhoffer,Katie Holmes,Josh Duhamel,Anna Paquin,Malin Akerman,Adam Brody,http://www.imdb.com/title/tt1403988/,http://www.rottentomatoes.com/m/the-romantics/,1403988
Transit,31,Feature Film,Drama,88,2012,R,After Dark Films,8887,43,Rotten,no,no,no,no,no,no,Spilled,Antonio Negret,Elisabeth Rohm,Jim Caviezel,James Frain,Harold Perrineau Jr.,Diora Baird,http://www.imdb.com/title/tt1059836/,http://www.rottentomatoes.com/m/transit_2012/,1059836
Herbie Rides Again,52,Feature Film,Action & Adventure,88,1974,G,Disney,5096,80,Fresh,no,no,no,yes,no,no,Spilled,Robert Stevenson,Helen Hayes,Ken Berry,Stefanie Powers,John McIntire,Keenan Wynn,http://www.imdb.com/title/tt0071607/,http://www.rottentomatoes.com/m/herbie_rides_again/,71607
Derailed,58,Feature Film,Mystery & Suspense,108,2005,R,The Weinstein Company,60898,20,Rotten,no,no,no,no,no,no,Spilled,Addison Timlin,Clive Owen,Jennifer Aniston,Vincent Cassel,Melissa George,Tom Conti,http://www.imdb.com/title/tt0398017/,http://www.rottentomatoes.com/m/derailed/,398017
Sgt. Bilko,47,Feature Film,Comedy,93,1996,PG,MCA Universal Home Video,17051,32,Rotten,no,no,no,no,no,no,Spilled,Jonathan Lynn,Steve Martin,Dan Aykroyd,Phil Hartman,Glenne Headly,Daryl 'Chill' Mitchell,http://www.imdb.com/title/tt0117608/,http://www.rottentomatoes.com/m/sgt_bilko/,117608
Straw Dogs,34,Feature Film,Mystery & Suspense,110,2011,R,Sony Pictures/Screen Gems,25856,41,Rotten,no,no,no,no,no,no,Spilled,Rod Lurie,James Marsden,Kate Bosworth,James Woods,Dominic Purcell,Rhys Coiro,http://www.imdb.com/title/tt0999913/,http://www.rottentomatoes.com/m/straw-dogs-2011/,999913
The Black Hole,46,Feature Film,Action & Adventure,98,1979,PG,Walt Disney Productions,17717,43,Rotten,no,no,yes,no,no,no,Spilled,Gary Nelson,Maximilian Schell,Anthony Perkins,Robert Forster,Joseph Bottoms,Ernest Borgnine,http://www.imdb.com/title/tt0078869/,http://www.rottentomatoes.com/m/1002497-black_hole/,78869
The Bear,81,Feature Film,Drama,96,1988,PG,Sony Pictures Home Entertainment,12332,92,Fresh,no,no,no,no,no,no,Upright,Jean-Jacques Annaud,Tcheky Karyo,Douce the Bear,Bart the Bear,Jack Wallace,Doc the Bear,http://www.imdb.com/title/tt0095800/,http://www.rottentomatoes.com/m/the_bear_1989/,95800
Disturbing Behavior,40,Feature Film,Horror,84,1998,R,MGM Home Entertainment,16667,33,Rotten,no,no,no,no,no,no,Spilled,David Nutter,Katie Holmes,James Marsden,Nick Stahl,Bruce Greenwood,William Sadler,http://www.imdb.com/title/tt0134619/,http://www.rottentomatoes.com/m/disturbing_behavior/,134619
Impostor,42,Feature Film,Action & Adventure,95,2001,PG-13,Dimension Films,19410,22,Rotten,no,no,no,no,no,no,Spilled,Gary Fleder,Gary Sinise,Madeleine Stowe,Vincent D'Onofrio,Madeline Stowe,Tony Shalhoub,http://www.imdb.com/title/tt0160399/,http://www.rottentomatoes.com/m/impostor/,160399
The Bride,32,Feature Film,Drama,118,1985,PG-13,Sony Pictures Entertainment,2223,22,Rotten,no,no,no,no,no,no,Spilled,Franc Roddam,Sting,Jennifer Beals,Anthony Higgins,Clancy Brown,David Rappaport,http://www.imdb.com/title/tt0088851/,http://www.rottentomatoes.com/m/bride/,88851
The Village,57,Feature Film,Drama,108,2004,PG-13,Buena Vista,184816,43,Rotten,no,no,yes,no,no,no,Spilled,M. Night Shyamalan,Bryce Dallas Howard,Joaquin Phoenix,Adrien Brody,William Hurt,Sigourney Weaver,http://www.imdb.com/title/tt0368447/,http://www.rottentomatoes.com/m/village/,368447
Buried,64,Feature Film,Mystery & Suspense,95,2010,R,Lionsgate,111098,87,Certified Fresh,no,no,no,no,no,no,Upright,Rodrigo Cortes,Ryan Reynolds,Ivana Mino,Jose Luis Garcia-Perez,Jose Luis Garcia Perez,Robert Paterson,http://www.imdb.com/title/tt1462758/,http://www.rottentomatoes.com/m/buried/,1462758
This Boy's Life,79,Feature Film,Drama,115,1993,R,Warner Home Video,32238,75,Fresh,no,no,yes,no,no,no,Upright,Michael Caton-Jones,Robert De Niro,Ellen Barkin,Leonardo DiCaprio,Jonah Blechman,Eliza Dushku,http://www.imdb.com/title/tt0108330/,http://www.rottentomatoes.com/m/this_boys_life/,108330
The Creeping Flesh,58,Feature Film,Horror,94,1973,PG,Columbia Pictures,2017,80,Fresh,no,no,no,no,no,no,Spilled,Freddie Francis,Peter Cushing,Catherine Finn,Michael Ripper,Duncan Lamont,Harry Locke,http://www.imdb.com/title/tt0068424/,http://www.rottentomatoes.com/m/creeping_flesh/,68424
Carrington,74,Feature Film,Drama,121,1995,R,MGM Home Entertainment,4263,50,Rotten,no,no,no,yes,no,no,Upright,Christopher Hampton,Emma Thompson,Jonathan Pryce,Steven Waddington,Samuel West,Rufus Sewell,http://www.imdb.com/title/tt0112637/,http://www.rottentomatoes.com/m/carrington/,112637
A Haunted House,51,Feature Film,Comedy,86,2013,R,Open Road Films,32240,10,Rotten,no,no,no,no,no,no,Spilled,Michael Tiddes,Marlon Wayans,Essence Atkins,Cedric the Entertainer,Nick Swardson,David Koechner,http://www.imdb.com/title/tt2243537/,http://www.rottentomatoes.com/m/a_haunted_house/,2243537
Coyote Ugly,71,Feature Film,Drama,100,2000,PG-13,Buena Vista,86353,22,Rotten,no,no,no,no,no,no,Upright,David McNally (II),Piper Perabo,Maria Bello,Melanie Lynskey,Adam Garcia,Izabella Miko,http://www.imdb.com/title/tt0200550/,http://www.rottentomatoes.com/m/coyote_ugly/,200550
Julien Donkey-Boy,72,Feature Film,Drama,94,1999,R,Fine Line Features,5144,26,Rotten,no,no,no,no,no,no,Upright,Harmony Korine,Ewen Bremner,Chloe Sevigny,Werner Herzog,Evan Neumann,Joyce Korine,http://www.imdb.com/title/tt0192194/,http://www.rottentomatoes.com/m/julien_donkeyboy/,192194
The Tempest,60,Feature Film,Drama,95,1979,R,World Northal,655,80,Fresh,no,no,no,no,no,no,Upright,Derek Jarman,Peter Bull,David Meyer,Neil Cunningham,Heathcote Williams,Toyah Willcox,http://www.imdb.com/title/tt0081613/,http://www.rottentomatoes.com/m/the_tempest_1980/,81613
The Great Waldo Pepper,55,Feature Film,Drama,107,1975,PG,Universal,4107,71,Fresh,no,no,no,yes,yes,no,Spilled,George Roy Hill,Robert Redford,Bo Svenson,Susan Sarandon,Bo Brundin,Geoffrey Lewis,http://www.imdb.com/title/tt0073075/,http://www.rottentomatoes.com/m/great_waldo_pepper/,73075
Tales from the Darkside: The Movie,44,Feature Film,Horror,93,1990,R,Live Home Video,10051,35,Rotten,no,no,no,no,no,no,Spilled,John Harrison,Deborah Harry,Christian Slater,William Hickey,James Remar,David Johansen,http://www.imdb.com/title/tt0100740/,http://www.rottentomatoes.com/m/tales_from_the_darkside_the_movie/,100740
Faster,49,Feature Film,Drama,98,2010,R,CBS Films,77136,43,Rotten,no,no,no,no,no,no,Spilled,George Tillman Jr,Billy Bob Thornton,Oliver Jackson-Cohen,Carla Gugino,Maggie Grace,Moon Bloodgood,http://www.imdb.com/title/tt1433108/,http://www.rottentomatoes.com/m/faster-2010/,1433108
Get Real,84,Feature Film,Drama,108,1998,R,Paramount Pictures,10102,78,Certified Fresh,no,no,no,no,no,no,Upright,Simon Shore,Ben Silverstone,Brad Gorton,Charlotte Brittain,Stacy Hart,Stacy A. Hart,http://www.imdb.com/title/tt0162973/,http://www.rottentomatoes.com/m/get_real/,162973
K-PAX,75,Feature Film,Drama,120,2001,PG-13,Universal Pictures,140094,41,Rotten,no,no,yes,no,no,no,Upright,Iain Softley,Kevin Spacey,Jeff Bridges,Mary McCormack,Alfre Woodard,David Patrick Kelly,http://www.imdb.com/title/tt0272152/,http://www.rottentomatoes.com/m/kpax/,272152
Lassie,56,Feature Film,Action & Adventure,94,1994,PG,Paramount Pictures,3562,87,Fresh,no,no,no,no,no,no,Spilled,Daniel Petrie,Tom Guiry,Thomas Guiry,Helen Slater,Jon Tenney,Frederic Forrest,http://www.imdb.com/title/tt0110305/,http://www.rottentomatoes.com/m/1053155-lassie/,110305
Molly,53,Feature Film,Drama,102,1999,PG-13,MGM Home Entertainment,2227,14,Rotten,no,no,no,no,no,no,Spilled,John Duigan,Elisabeth Shue,Aaron Eckhart,Jill Hennessy,Thomas Jane,D.W. Moffett,http://www.imdb.com/title/tt0143746/,http://www.rottentomatoes.com/m/molly/,143746
Bart Got a Room,56,Feature Film,Comedy,80,2008,PG-13,Anchor Bay Entertainment,3794,70,Fresh,no,no,no,no,no,no,Spilled,Brian Hecker,Alia Shawkat,William H. Macy,Steven Kaplan,Cheryl Hines,Brandon Hardesty,http://www.imdb.com/title/tt0472050/,http://www.rottentomatoes.com/m/bart_got_a_room/,472050
Saving Grace,83,Feature Film,Drama,93,2000,R,Fine Line Features,14858,63,Fresh,no,no,no,no,no,no,Upright,Robert M. Young,Brenda Blethyn,Craig Ferguson,Martin Clunes,Tcheky Karyo,Jamie Forman,http://www.imdb.com/title/tt0195234/,http://www.rottentomatoes.com/m/1099492-saving_grace/,195234
Admission,32,Feature Film,Comedy,107,2013,PG-13,Focus Features,26987,38,Rotten,no,no,no,no,no,no,Spilled,Paul Weitz,Tina Fey,Paul Rudd,Michael Sheen,Nat Wolff,Wallace Shawn,http://www.imdb.com/title/tt1814621/,http://www.rottentomatoes.com/m/admission/,1814621
Twisted,31,Feature Film,Mystery & Suspense,97,2004,R,Paramount Pictures,16400,1,Rotten,no,no,no,no,no,no,Spilled,Philip Kaufman,Ashley Judd,Samuel L. Jackson,Andy Garcia,David Strathairn,Russell Wong,http://www.imdb.com/title/tt0315297/,http://www.rottentomatoes.com/m/twisted/,315297
Fright Night Part 2,42,Feature Film,Horror,104,1988,R,Live Home Video,7654,25,Rotten,no,no,no,no,no,no,Spilled,Tommy Lee Wallace,William Ragsdale,Roddy McDowall,Traci Lind,Traci Lin,Julie Carmen,http://www.imdb.com/title/tt0097390/,http://www.rottentomatoes.com/m/fright_night_2_1988/,97390
Factory Girl,60,Feature Film,Drama,90,2006,R,MGM,17711,19,Rotten,no,no,no,no,no,no,Upright,George Hickenlooper,Sienna Miller,Guy Pearce,Hayden Christensen,Jimmy Fallon,Mena Suvari,http://www.imdb.com/title/tt0432402/,http://www.rottentomatoes.com/m/factory_girl/,432402
The Inglorious Bastards,67,Feature Film,Action & Adventure,99,1978,R,Severin Films,7033,100,Fresh,no,no,no,no,no,no,Upright,Enzo G. Castellari,Bo Svenson,Fred Williamson,Ian Bannen,Peter Hooten,Michael Pergolani,http://www.imdb.com/title/tt0076584/,http://www.rottentomatoes.com/m/quel_maledetto_treno_blindato/,76584
Alaska,44,Feature Film,Action & Adventure,109,1996,PG,Sony Pictures Home Entertainment,4110,18,Rotten,no,no,yes,no,no,no,Spilled,Fraser Clarke Heston,Thora Birch,Vincent Kartheiser,Dirk Benedict,Charlton Heston,Gordon Tootoosis,http://www.imdb.com/title/tt0115493/,http://www.rottentomatoes.com/m/1072833-alaska/,115493
Funny People,48,Feature Film,Drama,146,2009,R,Universal Pictures,97781,68,Fresh,no,no,no,no,no,no,Spilled,Judd Apatow,Adam Sandler,Seth Rogen,Leslie Mann,Eric Bana,Jonah Hill,http://www.imdb.com/title/tt1201167/,http://www.rottentomatoes.com/m/funny_people/,1201167
Bad Ass,39,Feature Film,Action & Adventure,90,2012,R,IDP/Samuel goldwyn Films,14817,20,Rotten,no,no,no,no,no,no,Spilled,Craig Moss,Danny Trejo,Ron Perlman,Joyful Drake,Charles S. Dutton,Patrick Fabian,http://www.imdb.com/title/tt1928330/,http://www.rottentomatoes.com/m/bad_ass_2012/,1928330
The Ten,40,Feature Film,Comedy,96,2007,R,ThinkFilm,15083,37,Rotten,no,no,no,no,no,no,Spilled,David Wain,Paul Rudd,Gretchen Mol,Adam Brody,Famke Janssen,Winona Ryder,http://www.imdb.com/title/tt0811106/,http://www.rottentomatoes.com/m/10007947-ten/,811106
To the Wonder,38,Feature Film,Drama,112,2012,R,Magnolia Pictures,19159,46,Rotten,no,no,no,no,no,no,Spilled,Terrence Malick,Ben Affleck,Olga Kurylenko,Rachel McAdams,Javier Bardem,Greg Elliot,http://www.imdb.com/title/tt1595656/,http://www.rottentomatoes.com/m/to_the_wonder/,1595656
Crocodile Dundee II,38,Feature Film,Action & Adventure,108,1988,PG,Paramount,42146,11,Rotten,no,no,no,no,no,no,Spilled,John Cornell,Paul Hogan,Linda Kozlowski,John Meillon,Charles S. Dutton,Ernie Dingo,http://www.imdb.com/title/tt0092493/,http://www.rottentomatoes.com/m/crocodile_dundee_2/,92493
